YEAR,STATE_NAME,STRUCTURE_NUMBER,OWNER_AGENCY,ELEMENT_CATEGORY,PARENT_ELEMENT_NUMBER,PARENT_ELEMENT_NAME,ELEMENT_NUMBER,ELEMENT_NAME,ELEMENT_UNIT,TOTAL_QUANTITY,CONDITION_STATE_1,CS_PERCENT_1,CONDITION_STATE_2,CS_PERCENT_2,CONDITION_STATE_3,CS_PERCENT_3,CONDITION_STATE_4,CS_PERCENT_4,HI
2024,'41 - Oregon',67T010117600008,'City or Municipal Highway Agency','Deck/Slab',,'',38,'Reinforced Concrete Slab','SF',912,836,91,76,8,0,0,0,0,97.25
2024,'41 - Oregon',67TB01000000000,'City or Municipal Highway Agency','Deck/Slab',,'',12,'Reinforced Concrete Deck','SF',444,444,100,0,0,0,0,0,0,100
2024,'41 - Oregon',67TB01000000000,'City or Municipal Highway Agency','Deck/Slab',,'',38,'Reinforced Concrete Slab','SF',1927,1725,89,152,7,50,2,0,0,95.66
2024,'41 - Oregon',69001 B39500029,'City or Municipal Highway Agency','Deck/Slab',,'',12,'Reinforced Concrete Deck','SF',338,0,0,338,100,0,0,0,0,67
2024,'41 - Oregon',69001 B39500029,'City or Municipal Highway Agency','Deck/Slab',,'',38,'Reinforced Concrete Slab','SF',2704,2662,98,42,1,0,0,0,0,99.49
2024,'41 - Oregon',BB001 000000000,'City or Municipal Highway Agency','Deck/Slab',,'',38,'Reinforced Concrete Slab','SF',1066,962,90,84,7,20,1,0,0,96.14
2024,'41 - Oregon',BB0016 00000000,'City or Municipal Highway Agency','Deck/Slab',,'',12,'Reinforced Concrete Deck','SF',2196,2194,99,2,0,0,0,0,0,99.97
2024,'41 - Oregon',BB0016 00000000,'City or Municipal Highway Agency','Deck/Slab',,'',38,'Reinforced Concrete Slab','SF',2196,2196,100,0,0,0,0,0,0,100
2024,'41 - Oregon',BB002 000000000,'City or Municipal Highway Agency','Deck/Slab',,'',38,'Reinforced Concrete Slab','SF',969,866,89,101,10,2,0,0,0,96.42
2024,'41 - Oregon',BB004 909100217,'City or Municipal Highway Agency','Deck/Slab',,'',38,'Reinforced Concrete Slab','SF',3800,3735,98,65,1,0,0,0,0,99.44
2024,'41 - Oregon',BB005 083800034,'City or Municipal Highway Agency','Deck/Slab',,'',38,'Reinforced Concrete Slab','SF',3600,3498,97,59,1,43,1,0,0,98.66
2024,'41 - Oregon',BB009 000000000,'City or Municipal Highway Agency','Deck/Slab',,'',38,'Reinforced Concrete Slab','SF',4440,4000,90,429,9,11,0,0,0,96.65
